209,0.5449157829070492,0.13742615367257136,5,11	100114,100044,100002,100032,100081,100047,100006,100088,100001	100078,100054
209,0.5449157829070492,0.08786460566399638,3,11	100007,100010,100114,100007,100039,100004,100003,100211,100058	100031,100034
227,0.0006238303181534623,0.06923615028771296,2,8	100057,100003,100039,100032,100013,100011	100007,100010
209,0.5449157829070492,0.14426085975403363,8,18	100081,100007,100010,100114,100175,100007,100044,100181,100129,100003,100017,100081,100011,100013,100081,100007,100032	100007
158,0.006862133499688085,0.08738260182782354,3,10	100030,100007,100011,100026,100021,100007,100013,100056	100031,100073
158,0.006862133499688085,0.07969310617172515,4,14	100012,100007,100011,100085,100021,100059,100044,100030,100056,100039,100031	100013,100023,100056
209,0.5449157829070492,0.10744082139230508,2,3	100007,100034	100007
209,0.5449157829070492,0.03605641430666817,1,2	100007	100012
209,0.5449157829070492,0.0798826582421302,6,15	100007,100088,100056,100088,100021,100211,100012,100114,100069,100044,100031,100026,100010,100004	100056
209,0.5449157829070492,0.048346609500169245,1,3	100017,100003	100012
209,0.5449157829070492,0.05323615028771297,6,9	100007,100018,100056,100012,100021,100004,100031,100114	100056
209,0.5449157829070492,0.044622362631163266,3,6	100017,100003,100027,100004,100056	100024
26,0.006550218340611353,0.09430305765542142,0,1		100011
209,0.5449157829070492,0.08862913234796345,2,4	100007,100035,100007	100037
57,0.04834684965689332,0.08952724811012072,3,8	100044,100026,100046,100011,100007,100010,100030	100043
15,0.006862133499688085,0.0,1,3	100031,100007	100012
110,0.006862133499688085,0.28927812253187407,10,27	100181,100088,100014,100071,100123,100124,100075,100076,100011,100143,100021,100018,100043,100035,100007,100013,100044,100226,100030,100002,100021,100050,100063,100022,100021	100054,100078
209,0.5449157829070492,0.11425928015344691,3,10	100032,100056,100056,100073,100007	100259,100073,100031,100011,100073
209,0.5449157829070492,0.0642536387227801,0,1		100007
209,0.5449157829070492,0.1623080221144082,4,8	100056,100036,100012,100002,100007,100013,100011	100056
209,0.5449157829070492,0.11722712399864606,5,9	100007,100003,100004,100056,100056,100056,100010,100007	100056
63,0.008109794135995009,0.07713144533453684,0,1		100012
209,0.5449157829070492,0.0,0,1		100032
15,0.006862133499688085,0.1215191244499605,3,7	100002,100003,100027,100227,100007,100069	100012
209,0.5449157829070492,0.05964752341193727,0,1		100007
209,0.5449157829070492,0.11440731129414419,2,6	100032,100044,100026,100045,100015	100032
75,0.06924516531503432,0.05709308360600248,1,3	100007	100085,100044
163,0.0018714909544603868,0.0,0,2		100007,100056
147,0.0034310667498440423,0.22953762834254768,7,14	100007,100007,100153,100008,100011,100013,100020,100021,100030,100059,100163	100043,100064,100065
209,0.5449157829070492,0.24104795216066793,14,25	100007,100041,100040,100078,100115,100144,100072,100171,100093,100023,100094,100044,100226,100026,100013,100021,100003,100054,100002,100012,100043,100041,100072	100007,100014
209,0.5449157829070492,0.10982195644815525,6,13	100007,100007,100093,100032,100011,100065,100044,100030,100010,100007,100031,100056	100056
14,0.0006238303181534623,0.07273654518785964,2,10	100011,100013,100021,100030,100044,100007,100035	100078,100054,100010
209,0.5449157829070492,0.0,6,7	100024,100019,100007,100007,100012,100019	100081
209,0.5449157829070492,0.15201173417578698,2,4	100269,100041,100065	100007
209,0.5449157829070492,0.1111515288277107,8,16	100021,100007,100021,100007,100010,100004,100012,100056,100017,100182,100011,100023,100031,100003,100253	100007
209,0.5449157829070492,0.19084824551506263,10,27	100047,100007,100010,100071,100007,100012,100013,100011,100007,100026,100044,100041,100002,100046,100051,100026,100010,100146,100017,100031,100056,100007,100034,100056	100012,100056,100034
209,0.5449157829070492,0.14075324382263343,4,13	100093,100007,100012,100007,100010,100052,100011,100018,100007,100075	100187,100007,100005
209,0.5449157829070492,0.07036533904998307,2,4	100054,100078,100056	100056
209,0.5449157829070492,0.14152318628004062,6,14	100032,100007,100010,100007,100069,100013,100011,100007,100044,100053,100146	100007,100114,100069
209,0.5449157829070492,0.17301229831885367,8,12	100032,100007,100007,100021,100085,100069,100031,100024,100114,100044,100088	100012
209,0.5449157829070492,0.1096712174207379,4,8	100032,100056,100041,100065,100032,100017,100021	100056
209,0.5449157829070492,0.05178743089247433,0,1		100108
209,0.5449157829070492,0.11620264018955206,0,2		100002,100017
209,0.5449157829070492,0.08924562789123322,2,4	100056,100031,100041	100032
209,0.5449157829070492,0.05969716800180526,3,9	100031,100004,100056,100007	100021,100056,100259,100044,100081
15,0.006862133499688085,0.05750287712964008,2,4	100007,100012	100044,100007
37,0.08827199001871491,0.0,0,1		100056
36,0.14098565190268247,0.0819785625634661,2,6	100012,100031,100011,100123	100010,100007
46,0.11603243917654397,0.07421053819248562,3,9	100007,100007,100017,100073,100010,100035,100010	100010,100007
209,0.5449157829070492,0.15571883109556584,5,9	100285,100031,100044,100007,100007,100285,100021,100031	100285
209,0.5449157829070492,0.09047230057542593,1,2	100007	100030
36,0.14098565190268247,0.094324720749182,3,9	100013,100011,100034,100073,100044,100002,100043,100113	100087
62,0.007485963817841547,0.0979785625634661,6,19	100032,100007,100013,100011,100038,100039,100050,100007,100010,100044,100059,100052,100026,100045,100015,100032	100031,100023,100013
207,0.004366812227074236,0.15476384971228704,4,14	100007,100007,100063,100052,100026,100045,100015,100011,100044,100032	100031,100162,100044,100046
46,0.11603243917654397,0.16431095565835496,7,17	100007,100017,100026,100044,100069,100109,100021,100007,100035,100010,100017,100012,100021,100007,100013	100167,100021
46,0.11603243917654397,0.15598239873631953,1,2	100034	100026
2,0.0611353711790393,0.10020264018955206,2,5	100004,100003,100023,100013	100130
209,0.5449157829070492,0.10755996840798826,1,6	100167,100109,100010,100027	100010,100049
209,0.5449157829070492,0.17834141938395578,4,11	100021,100211,100011,100211,100021,100056	100039,100027,100159,100037,100232
46,0.11603243917654397,0.05391673248335778,1,3	100012,100007	100024
36,0.14098565190268247,0.08932686449283539,6,11	100011,100031,100073,100012,100056,100007,100013,100010,100031	100056,100017
209,0.5449157829070492,0.11073631953063297,1,2	100002	100002
146,0.010293200249532126,0.05576802437098048,1,3	100012	100055,100015
146,0.010293200249532126,0.05762834254767009,5,11	100004,100007,100046,100055,100051,100013,100020,100003,100282,100012	100025
146,0.010293200249532126,0.05345548911203881,1,4	100007	100055,100046,100051
146,0.010293200249532126,0.06929391853774117,3,9	100007,100011,100006,100049,100010,100046,100012	100021,100015
146,0.010293200249532126,0.07536951370867652,1,4	100046	100038,100055,100015
146,0.010293200249532126,0.059959833013652264,4,12	100012,100055,100002,100015,100038,100110,100051,100013,100020,100011,100056	100299
146,0.010293200249532126,0.041239309488886385,2,6	100007,100183,100010,100109	100012,100056
146,0.010293200249532126,0.03709082703373576,3,6	100002,100026,100051,100010,100007	100012
146,0.010293200249532126,0.05049576892699989,2,7	100051,100011,100002,100055,100015	100012,100024
146,0.010293200249532126,0.05753898228590771,3,10	100002,100055,100015,100002,100269,100037,100011	100282,100304,100051
146,0.010293200249532126,0.07882838767911543,1,3	100055,100002	100093
146,0.010293200249532126,0.08252194516529392,4,8	100161,100093,100171,100055,100015,100038,100007	100115
146,0.010293200249532126,0.050443416450411824,2,6	100110,100010,100066,100109	100055,100015
146,0.010293200249532126,0.06235992327654293,1,5	100038,100015	100055,100026,100015
146,0.010293200249532126,0.05887848358343676,2,3	100012,100013	100015
146,0.010293200249532126,0.0478050321561548,1,4	100012	100055,100026,100015
146,0.010293200249532126,0.042220467110459216,3,8	100026,100051,100056,100012,100299,100051,100011	100015
146,0.010293200249532126,0.05104908044680131,5,8	100007,100010,100002,100056,100012,100055,100015	100137
146,0.010293200249532126,0.0469863477377863,5,10	100007,100089,100012,100020,100026,100055,100183	100046,100051,100056
146,0.010293200249532126,0.09342479972921133,1,4	100046,100007	100055,100015
146,0.010293200249532126,0.054502538643800065,3,8	100026,100051,100012,100002,100055,100093	100051,100056
146,0.010293200249532126,0.0830409567866411,1,8	100026,100011,100007,100010	100026,100055,100051,100002
146,0.010293200249532126,0.06206476362405506,3,8	100026,100110,100011,100012,100055,100051,100026	100025
146,0.010293200249532126,0.05707503102786867,2,8	100026,100011,100007,100055,100015,100002	100013,100020
146,0.010293200249532126,0.06555161909060138,4,9	100020,100026,100051,100046,100007,100263,100004	100055,100015
59,0.004366812227074236,0.34910346383842944,1,4	100015,100026	100011,100013
44,0.010917030567685589,0.14413990748053707,9,21	100036,100001,100011,100007,100044,100088,100138,100004,100003,100039,100038,100012,100007,100038,100002,100002,100038,100030	100026,100011,100031
44,0.010917030567685589,0.10982827485050209,3,14	100011,100044,100038,100165,100052,100026,100046,100051,100030,100031,100007,100035	100056,100034
209,0.5449157829070492,0.11834999435856933,2,3	100054,100002	100012
209,0.5449157829070492,0.061443754936251836,2,5	100056,100056,100007,100034	100056
209,0.5449157829070492,0.047147918312083946,1,3	100007,100012	100056
36,0.14098565190268247,0.0388211666478619,0,1		100053
209,0.5449157829070492,0.08924472526232653,2,4	100044,100022,100028	100007
209,0.5449157829070492,0.09030531422768814,0,2		100035,100010
209,0.5449157829070492,0.03573598104479296,1,3	100007,100010	100010
209,0.5449157829070492,0.04466929933431118,2,5	100035,100007,100035	100178,100269
209,0.5449157829070492,0.038660498702470944,0,1		100059
209,0.5449157829070492,0.05632404377750198,1,5	100007,100035,100010,100059	100056
209,0.5449157829070492,0.05704524427394787,0,2		100013,100007
209,0.5449157829070492,0.06874331490465982,1,5	100007,100035	100184,100252,100016
209,0.5449157829070492,0.06894279589303848,5,10	100007,100010,100081,100035,100007,100007,100035,100010,100013	100081
209,0.5449157829070492,0.0878158637030351,5,9	100036,100269,100032,100036,100010,100110,100056	100030,100056
26,0.006550218340611353,0.08274218661852646,10,28	100109,100010,100078,100007,100088,100026,100046,100045,100106,100167,100013,100069,100010,100049,100153,100026,100046,100081,100043,100042,100058,100002,100094	100031,100063,100088,100021,100282
111,0.05583281347473487,0.062172176463951255,1,4	100007,100012	100044,100026
111,0.05583281347473487,0.11130226785512806,5,10	100032,100023,100010,100076,100056,100032,100309	100269,100252,100019
111,0.05583281347473487,0.04902628906690737,1,2	100036	100007
111,0.05583281347473487,0.08183775245402233,4,5	100012,100017,100091,100019	100056
111,0.05583281347473487,0.0043903870021437435,1,6	100073,100028,100034,100027	100012,100018
111,0.05583281347473487,0.08871307683628568,3,5	100007,100010,100138,100007	100253
111,0.05583281347473487,0.0696035202527361,2,5	100012,100012	100056,100143,100013
111,0.05583281347473487,0.09103193049757419,2,3	100012,100007	100007
111,0.05583281347473487,0.03945752002707887,1,7	100012,100203	100010,100026,100046,100016,100110
111,0.05583281347473487,0.03000428748730678,1,5	100017	100031,100017,100137,100034
111,0.05583281347473487,0.06741554778291775,3,10	100032,100060,100044,100048,100021,100011,100013,100035,100007	100069
111,0.05583281347473487,0.052125014103576665,8,23	100012,100050,100051,100046,100026,100002,100012,100011,100007,100081,100024,100062,100044,100085,100056,100007,100109,100253,100021,100063,100003	100155,100012
111,0.05583281347473487,0.07101974500733386,4,12	100088,100118,100026,100112,100011,100021,100007,100155	100031,100023,100063,100021
111,0.05583281347473487,0.08657113844070856,1,2	100007	100007
111,0.05583281347473487,0.09958253413065553,2,9	100146,100109,100179,100010,100149	100031,100023,100063,100021
249,0.004990642545227698,0.054781450975967504,2,5	100135,100099,100073,100011	100094
249,0.004990642545227698,0.1106162698860431,5,14	100126,100127,100128,100011,100007,100010,100034,100034,100073,100135,100044,100094,100063	100043
249,0.004990642545227698,0.07227439918763398,1,7	100007,100059,100047,100073	100126,100127,100128
249,0.004990642545227698,0.09222430328331264,3,11	100033,100034,100047,100147,100034,100073,100126,100128,100011,100017	100038
249,0.004990642545227698,0.0975796005867088,5,11	100007,100010,100012,100034,100073,100038,100044,100102,100059,100175	100043
249,0.004990642545227698,0.02979307232314115,5,10	100135,100099,100034,100073,100012,100007,100010,100011,100015	100126
249,0.004990642545227698,0.02701478054834706,1,4	100007	100012,100225,100228
249,0.004990642545227698,0.05498002933543947,1,5	100017,100034,100073	100033,100034
249,0.004990642545227698,0.05080898115762157,1,2	100049	100073
79,0.0006238303181534623,0.05270359923276543,0,1		100007
209,0.5449157829070492,0.0915951709353492,1,2	100012	100007
36,0.14098565190268247,0.03276452668396705,2,4	100007,100012	100199,100105
75,0.06924516531503432,0.5652460792056866,3,13	100044,100007,100069,100021,100059,100044,100099,100026,100046,100015,100166,100052	100007
15,0.006862133499688085,0.033698747602391964,2,5	100073,100012	100031,100011,100036
209,0.5449157829070492,0.07973191921471286,2,4	100019,100024	100024,100034
180,0.00031191515907673113,0.06425454135168679,2,4	100012,100046,100201	100038
36,0.14098565190268247,0.09507209748392192,2,4	100012,100227	100051,100026
36,0.14098565190268247,0.034391063973823764,0,1		100056
36,0.14098565190268247,0.043856030689382826,0,2		100105,100026
36,0.14098565190268247,0.03907480537064199,3,8	100008,100106,100056,100007	100035,100007,100034,100073
109,0.0034310667498440423,0.08912557824664336,2,3	100012,100007	100007
36,0.14098565190268247,0.06662574748956335,1,3	100035,100007	100051
36,0.14098565190268247,0.17161322351348302,4,8	100007,100012,100034,100021,100056,100007	100026,100031
209,0.5449157829070492,0.05153379216969423,1,2	100036	100031
209,0.5449157829070492,0.04969152657113844,2,6	100066,100034,100073,100047	100034,100073
209,0.5449157829070492,0.08328737447816767,6,14	100211,100010,100043,100069,100011,100044,100021,100021,100023,100301,100024	100282,100031,100013
209,0.5449157829070492,0.019964346158185715,6,8	100034,100073,100012,100018,100072,100031,100012	100056
209,0.5449157829070492,0.07546519237278573,5,11	100008,100073,100013,100011,100034,100021,100010,100031,100007,100056	100056
209,0.5449157829070492,0.025325059235022002,1,2	100036	100012
209,0.5449157829070492,0.06036782127947647,8,14	100034,100073,100013,100015,100031,100073,100036,100032,100056,100301,100007,100031	100259,100044
209,0.5449157829070492,0.0256761818797247,3,8	100032,100056,100156,100044,100021,100031,100012	100010
209,0.5449157829070492,0.049540787543721085,1,4	100018,100012,100034	100008
209,0.5449157829070492,0.11208213923050886,4,11	100007,100011,100034,100073,100017,100013,100018,100069,100011	100010,100007
209,0.5449157829070492,0.08264650795441723,2,7	100011,100018,100034,100073,100094	100011,100013
209,0.5449157829070492,0.04698995825341307,4,7	100018,100007,100031,100023	100081,100048,100056
209,0.5449157829070492,0.11874895633532664,1,2	100069	100036
209,0.5449157829070492,0.01194448832223852,1,5	100012	100253,100058,100047,100056
209,0.5449157829070492,0.06880830418594155,4,10	100136,100017,100011,100073,100043,100069,100044,100013,100017	100008
209,0.5449157829070492,0.02635225093083606,1,2	100047	100031
209,0.5449157829070492,0.04858219564481552,1,2	100032	100013
209,0.5449157829070492,0.0655299559968408,4,6	100012,100073,100073,100034,100031	100211
47,0.002183406113537118,0.07264899018391063,2,6	100007,100012,100138	100034,100073,100044
109,0.0034310667498440423,0.07664944149836399,2,4	100023,100011,100069	100007
36,0.14098565190268247,0.055808642671781566,2,3	100184,100031	100007
209,0.5449157829070492,0.10891391176802437,2,4	100007,100044,100069	100185
209,0.5449157829070492,0.07335845650456956,0,1		100017
46,0.11603243917654397,0.0,0,4		100013,100007,100056,100010
46,0.11603243917654397,0.019361390048516305,2,3	100012,100056	100007
209,0.5449157829070492,0.09165023129865733,1,2	100034	100154
209,0.5449157829070492,0.08695475572605213,2,4	100069,100082,100017	100012
36,0.14098565190268247,0.029900485163037345,1,2	100082	100082
36,0.14098565190268247,0.02424190454699312,1,3	100025	100004,100105
268,0.008109794135995009,0.1468441836849825,2,11	100024,100184,100078,100054,100023,100022,100011	100117,100124,100092,100056
109,0.0034310667498440423,0.07661333634209636,2,8	100153,100044,100026,100046,100007	100007,100013,100054
159,0.005302557704304429,0.054573846327428635,2,5	100056,100038,100088	100089,100011
230,0.024641297567061758,0.038376170596863365,6,9	100205,100253,100161,100106,100008,100205,100205,100012	100019
46,0.11603243917654397,0.06807536951370868,4,7	100026,100076,100007,100019,100056,100012	100056
210,0.07704304429195259,0.07159381699198916,1,2	100007	100007
209,0.5449157829070492,0.10597224416111926,0,4		100052,100046,100015,100051
209,0.5449157829070492,0.1797224416111926,3,6	100039,100005,100038,100088,100211	100032
44,0.010917030567685589,0.09519034187069841,6,18	100007,100023,100011,100032,100005,100026,100015,100044,100052,100046,100045,100216,100056,100023,100038,100031	100007,100035
44,0.010917030567685589,0.06530339614126142,4,8	100032,100084,100010,100044,100007,100026	100011,100094
15,0.006862133499688085,0.07608168791605552,1,3	100007,100073	100012
165,0.0028072364316905803,0.14649847681371997,1,2	100185	100253
165,0.0028072364316905803,0.0,1,6	100056,100007,100011	100007,100159,100027
111,0.05583281347473487,0.1595893038474557,6,15	100069,100182,100011,100026,100069,100013,100024,100184,100116,100143,100285,100056,100056	100012,100056
111,0.05583281347473487,0.11841317838203769,2,3	100007,100044	100056
111,0.05583281347473487,0.08643664673361165,1,4	100056,100010,100007	100010
111,0.05583281347473487,0.18351528827710709,6,10	100012,100011,100069,100021,100039,100056,100065,100056,100032	100031
111,0.05583281347473487,0.0662312986573395,0,1		100012
209,0.5449157829070492,0.0897637368836737,0,3		100007,100010,100030
153,0.0006238303181534623,0.052277558388807405,2,4	100010,100007	100011,100013
64,0.0009357454772301934,0.06742728195870473,0,1		100007
75,0.06924516531503432,0.07790048516303735,3,4	100038,100011,100007	100024
209,0.5449157829070492,0.18737673473993005,2,8	100044,100069,100006,100131,100044,100226	100041,100065
209,0.5449157829070492,0.20791695814058445,1,4	100069	100010,100110,100109
209,0.5449157829070492,0.11120929707773891,10,13	100211,100019,100211,100056,100109,100110,100010,100012,100151,100056,100013,100056	100031
209,0.5449157829070492,0.11186731355071647,1,3	100002,100001	100022
209,0.5449157829070492,0.09476610628455376,1,3	100056	100056,100012
2,0.0611353711790393,0.08849283538305314,4,6	100008,100087,100076,100007,100095	100013
80,0.020898315658140987,0.0421636014893377,1,2	100044	100038
36,0.14098565190268247,0.08541667606905111,2,8	100051,100026,100160,100180,100012,100007	100026,100056
75,0.06924516531503432,0.08070675843393885,1,2	100007	100007
209,0.5449157829070492,0.11159562224980255,3,4	100007,100031,100178	100056
209,0.5449157829070492,0.09931264808755501,7,11	100011,100094,100047,100007,100043,100069,100044,100007,100013,100031	100036
75,0.06924516531503432,0.019925533115198013,0,1		100007
36,0.14098565190268247,0.07968949565609838,3,4	100018,100044,100032	100056
1,0.0012476606363069245,0.0,0,1		100056
2,0.0611353711790393,0.10634051675504907,6,12	100007,100206,100004,100049,100010,100007,100076,100019,100056,100026	100056,100013
209,0.5449157829070492,0.0,0,1		100056
209,0.5449157829070492,0.13887126255218324,6,11	100081,100044,100017,100007,100214,100056,100074,100282,100031,100007	100056
46,0.11603243917654397,0.16427304524427394,4,5	100002,100007,100007,100002	100056
209,0.5449157829070492,0.04985219451652939,0,1		100007
216,0.00031191515907673113,0.0,2,5	100056,100031,100055	100031,100055
109,0.0034310667498440423,0.057350332844409345,0,1		100012
109,0.0034310667498440423,0.11439647974726391,1,2	100056	100007
57,0.04834684965689332,0.07164346158185717,1,3	100010,100107	100012
46,0.11603243917654397,0.10277513257362067,9,19	100048,100068,100071,100030,100032,100070,100056,100023,100063,100002,100085,100056,100030,100044,100048,100282	100160,100065,100056
46,0.11603243917654397,0.0,2,5	100056,100102,100290,100083	100056
209,0.5449157829070492,0.06880469367031479,4,7	100081,100035,100031,100174,100174	100056,100035
209,0.5449157829070492,0.03642107638497123,0,1		100036
209,0.5449157829070492,0.038975516190906015,0,1		100012
209,0.5449157829070492,0.07604287487306781,2,3	100024,100032	100031
36,0.14098565190268247,0.04530384745571477,1,3	100024,100007	100056
56,0.005926388022457892,0.06364255895295047,2,9	100021,100044,100058,100011,100026,100046,100051	100069,100013
36,0.14098565190268247,0.12343269773214487,1,4	100013,100054	100154,100181
75,0.06924516531503432,0.0,0,3		100285,100038,100031
46,0.11603243917654397,0.07136906239422318,1,3	100007,100034	100056
153,0.0006238303181534623,0.06362540900372335,1,4	100007,100013	100007,100011
67,0.0006238303181534623,0.05104095678664109,0,1		100067
209,0.5449157829070492,0.0417637368836737,0,1		100007
46,0.11603243917654397,0.14014306668171048,3,10	100113,100043,100044,100018,100073,100025,100017,100011,100018	100069
209,0.5449157829070492,0.0815299559968408,1,3	100007,100035	100031
111,0.05583281347473487,0.029922148256797922,1,2	100017	100018
111,0.05583281347473487,0.04408168791605551,3,5	100216,100012,100014,100018	100242
209,0.5449157829070492,0.13750016924292,8,17	100010,100007,100110,100109,100132,100007,100056,100083,100001,100007,100012,100056,100044,100011	100031,100016,100039
209,0.5449157829070492,0.0604725262326526,0,2		100010,100007
36,0.14098565190268247,0.0350012411147467,1,2	100018	100031
36,0.14098565190268247,0.07953514611305428,2,4	100024,100092,100004	100007
36,0.14098565190268247,0.09911226447026966,3,5	100024,100012,100031	100004,100092
36,0.14098565190268247,0.026577908157508743,2,3	100031,100031	100031
108,0.007174048658764816,0.0,0,1		100056
108,0.007174048658764816,0.06586753920794314,0,1		100007
108,0.007174048658764816,0.04998849148143969,2,6	100285,100036,100013,100011,100056	100056
108,0.007174048658764816,0.07898273722215954,1,3	100003,100005	100035
108,0.007174048658764816,0.054571138440708565,0,3		100035,100007,100010
108,0.007174048658764816,0.07010808981157622,1,7	100007,100010	100031,100013,100011,100035,100030
46,0.11603243917654397,0.14966760690511113,14,26	100069,100011,100017,100114,100110,100109,100146,100109,100026,100007,100012,100013,100007,100013,100075,100076,100015,100026,100046,100051,100070,100031,100116,100069,100044	100024
36,0.14098565190268247,0.06995735078415886,2,4	100026,100012,100017	100026
60,0.0034310667498440423,0.09339862349091729,0,1		100011
111,0.05583281347473487,0.06577637368836738,2,4	100015,100004,100007	100017
209,0.5449157829070492,0.07654654180300124,3,6	100012,100056,100253,100007	100031,100059
177,0.002495321272613849,0.0495200270788672,4,7	100077,100198,100007,100007,100016	100013,100011
177,0.002495321272613849,0.020919327541464517,0,1		100010
177,0.002495321272613849,0.09664899018391064,9,14	100007,100010,100031,100029,100056,100114,100007,100056,100066,100065,100064,100022	100031,100259
38,0.011540860885839051,0.09777186054383391,2,3	100185,100013	100108
161,0.0018714909544603868,0.0875134830192937,3,13	100109,100110,100010,100007,100044,100021,100017,100013,100011,100010,100007	100056,100007
75,0.06924516531503432,0.1100412952724811,1,2	100007	100026
209,0.5449157829070492,0.13968904434164503,3,8	100112,100021,100002,100007,100011,100006,100043	100260
209,0.5449157829070492,0.11632359246304863,0,1		100048
209,0.5449157829070492,0.06660859754033623,1,2	100053	100110
124,0.00031191515907673113,0.045777727631727404,2,6	100002,100002	100056,100002,100001,100165
95,0.00031191515907673113,0.14192395351461132,2,4	100012,100044,100017	100013
221,0.014660012476606364,0.1053160329459551,14,21	100079,100036,100002,100036,100076,100036,100038,100002,100193,100011,100002,100024,100012,100038,100089,100013,100007,100185,100056,100007	100011
209,0.5449157829070492,0.08333792169694235,1,5	100032	100044,100026,100045,100015
46,0.11603243917654397,0.03245221708225206,0,1		100185
46,0.11603243917654397,0.044085298431682275,3,4	100010,100010,100010	100019
46,0.11603243917654397,0.028265824213020423,0,1		100003
46,0.11603243917654397,0.026820715333408553,1,3	100005,100085	100081
46,0.11603243917654397,0.028760464853886947,2,7	100035,100007,100007,100035,100010,100185	100185
46,0.11603243917654397,0.02369220354281846,0,1		100185
46,0.11603243917654397,0.03659618639286923,1,2	100185	100185
46,0.11603243917654397,0.0,0,4		100026,100051,100007,100010
131,0.006862133499688085,0.13340313663545075,3,6	100042,100069,100007,100146	100011,100063
131,0.006862133499688085,0.09060950016924292,1,3	100013,100017	100011
108,0.007174048658764816,0.09211598781450976,5,6	100011,100013,100220,100069,100146	100007
146,0.010293200249532126,0.06420309150400541,1,3	100006,100131	100007
146,0.010293200249532126,0.06161344917070969,1,2	100015	100007
146,0.010293200249532126,0.03885546654631614,1,5	100157,100011	100015,100026,100055
146,0.010293200249532126,0.0,0,3		100007,100011,100056
146,0.010293200249532126,0.06017736658016473,1,5	100012,100269	100166,100055,100015
146,0.010293200249532126,0.07306329685208168,5,8	100029,100011,100022,100007,100026,100051,100012	100011
146,0.010293200249532126,0.04279995486855467,1,4	100046,100015	100012,100007
15,0.006862133499688085,0.0342312986573395,1,3	100012	100073,100007
209,0.5449157829070492,0.10993388243258491,0,1		100056
209,0.5449157829070492,0.038847342886155926,1,2	100012	100018
209,0.5449157829070492,0.11356786641092181,1,2	100018	100007
36,0.14098565190268247,0.05389145887397044,1,4	100012	100070,100048,100044
46,0.11603243917654397,0.010691639399751778,0,1		100034
46,0.11603243917654397,0.0,0,1		100117
46,0.11603243917654397,0.05493941103463838,0,4		100015,100051,100026,100048
131,0.006862133499688085,0.12787453458196998,1,2	100104	100012
209,0.5449157829070492,0.08861017714092294,3,4	100007,100002,100031	100012
209,0.5449157829070492,0.09967008913460454,4,7	100002,100007,100032,100026,100012,100056	100031
218,0.0012476606363069245,0.0,0,1		100056
222,0.0018714909544603868,0.09740088006318402,3,6	100042,100083,100007,100056,100038	100081
209,0.5449157829070492,0.05457023581180187,0,1		100007
130,0.007174048658764816,0.09044251382150513,7,12	100017,100012,100011,100066,100031,100007,100110,100010,100007,100049,100010	100031
209,0.5449157829070492,0.13699740494189327,2,9	100043,100041,100012,100069,100044,100021,100004,100056	100056
60,0.0034310667498440423,0.09073225770055286,1,2	100007	100019
75,0.06924516531503432,0.05860227913798939,2,4	100010,100007,100007	100019
36,0.14098565190268247,0.12386234909172966,8,16	100160,100106,100124,100025,100111,100070,100044,100073,100035,100007,100069,100043,100013,100105,100142	100193
46,0.11603243917654397,0.024273496558727292,2,3	100031,100012	100056
209,0.5449157829070492,0.1253895972018504,8,20	100044,100048,100108,100171,100093,100057,100032,100059,100012,100013,100011,100014,100007,100039,100010,100151,100251,100032	100031,100034
36,0.14098565190268247,0.07612862461920343,0,1		100227
75,0.06924516531503432,0.05797134153221257,2,6	100027,100102	100016,100304,100056,100044
46,0.11603243917654397,0.04073744781676633,1,3	100011,100007	100036
78,0.0037429819089207735,0.13244454473654518,1,2	100027	100011
209,0.5449157829070492,0.07840776260859754,0,2		100037,100170
36,0.14098565190268247,0.0510111700327203,1,3	100012	100175,100034
36,0.14098565190268247,0.07469254202865847,0,1		100037
36,0.14098565190268247,0.05830350896987476,1,3	100021	100012,100025
36,0.14098565190268247,0.10064492835383053,6,13	100018,100219,100026,100046,100007,100021,100030,100013,100065,100007,100017,100021	100044
36,0.14098565190268247,0.04658467787430892,4,5	100053,100021,100012,100218	100149
2,0.0611353711790393,0.06344668848019858,2,4	100087,100026,100230	100056
2,0.0611353711790393,0.09086223626311632,3,5	100076,100059,100287,100007	100031
36,0.14098565190268247,0.08684282974162248,2,4	100034,100007,100017	100011
111,0.05583281347473487,0.07248922486742639,2,4	100146,100007,100026	100012
209,0.5449157829070492,0.2055060363308135,1,4	100012,100013	100050,100012
36,0.14098565190268247,0.08939817217646395,5,7	100007,100087,100026,100051,100031,100007	100056
209,0.5449157829070492,0.0,0,1		100056
36,0.14098565190268247,0.05638181202753018,6,8	100021,100007,100010,100083,100012,100290,100026	100056
161,0.0018714909544603868,0.12722193388243258,2,13	100044,100027,100059,100026,100024,100013,100114,100056,100146,100110,100011	100019,100021
161,0.0018714909544603868,0.1246575651585242,0,1		100019
144,0.0056144728633811605,0.1287130768362857,5,10	100012,100067,100036,100253,100007,100109,100227,100007,100056	100056
144,0.0056144728633811605,0.1369640076723457,3,5	100007,100011,100031,100056	100056
144,0.0056144728633811605,0.031553198691188084,1,2	100012	100056
144,0.0056144728633811605,0.09971431795103239,3,7	100007,100253,100216,100282,100012	100056,100002
144,0.0056144728633811605,0.09586550829290308,4,7	100056,100007,100056,100007,100012,100031	100112
144,0.0056144728633811605,0.16116529391853773,13,20	100056,100036,100067,100007,100036,100036,100170,100067,100204,100056,100056,100038,100012,100007,100109,100056,100007	100056,100011,100133
